,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,epochs,train_loss_resnet20,val_loss_resnet20,train_acc_resnet20,val_acc_resnet20,train_loss_resnet32,val_loss_resnet32,train_acc_resnet32,val_acc_resnet32,train_loss_resnet44,val_loss_resnet44,train_acc_resnet44,val_acc_resnet44,train_loss_resnet44.1,val_loss_resnet44.1,train_acc_resnet44.1,val_acc_resnet44.1,train_loss_resnet56,val_loss_resnet56,train_acc_resnet56,val_acc_resnet56,train_loss_resnet110,val_loss_resnet110,train_acc_resnet110,val_acc_resnet110,train_loss_resnet1202,val_loss_resnet1202,train_acc_resnet1202,val_acc_resnet1202,train_loss_plain_net20,val_loss_plain_net20,train_acc_plain_net20,val_acc_plain_net20,train_loss_plain_net32,val_loss_plain_net32,train_acc_plain_net32,val_acc_plain_net32,train_loss_plain_net44,val_loss_plain_net44,train_acc_plain_net44,val_acc_plain_net44,train_loss_plain_net56,val_loss_plain_net56,train_acc_plain_net56,val_acc_plain_net56,train_loss_plain_net110,val_loss_plain_net110,train_acc_plain_net110,val_acc_plain_net110,train_loss_VGG19,val_loss_VGG19,train_acc_VGG19,val_acc_VGG19,train_loss_resnet812,val_loss_resnet812,train_acc_resnet812,val_acc_resnet812,train_loss_resnet50,val_loss_resne50,train_acc_resnet50,val_acc_resnet50,train_loss_resnet38,val_loss_resne38,train_acc_resnet38,val_acc_resnet38,train_loss_VGG16,val_loss_VGG16,train_acc_VGG16,val_acc_VGG16
0,0,0,0,0,0,0,0,2.2292632488286177,2.1067042228503103,0.181231976930471,0.2403846153846154,2.286997195582709,2.0584434996812773,0.19088433194488946,0.2377804487179487,2.2169178131107183,2.0594655817899947,0.17406280038449215,0.23147035256410256,,,,,2.2082994080475986,2.041349959679139,0.17966997757129125,0.23247195512820512,2.334718593226454,2.1420143911471734,0.17013777635373278,0.1872996794871795,,,,,2.323949097517552,2.2559888699115853,0.10717718679910283,0.11858974358974354,2.31917159765892,2.2564393052688008,0.11300464594681192,0.1321113782051282,2.339329692118828,2.315594942141802,0.09972765139378403,0.10486778846153846,2.3352209323111808,2.3297137373533006,0.1075776994553028,0.09314903846153846,2.339465907035365,2.3747275517537045,0.09941450112406973,0.0999599358974359,,,,,3.0195796928968006,2.876246602107317,0.1092999038769625,0.10216346153846154,2.314755604458864,1.9658575050341776,0.20464194168535726,0.25340544871794873,2.323131135471812,2.079326982681568,0.17954982377443127,0.2219551282051282,2.3025197676457263,2.3024269266006274,0.10829862223646268,0.15715144230769232
1,1,1,1,1,1,1,1,2.0416502756248947,1.968687294377989,0.2594120474206985,0.28683574879227053,1.963490878492928,1.8881084953529248,0.26838353091957706,0.2926731078904992,1.97545081214697,1.8828804646521182,0.26167494392822815,0.3075684380032206,,,,,1.9342833455271233,1.8538400560569457,0.2644184556231977,0.2962962962962963,2.0274225904635235,1.9772077593442516,0.24379205382890096,0.2615740740740741,,,,,2.18431837396032,2.091983170517017,0.17516421018904196,0.20058373590982287,2.210242076548045,2.175943120474209,0.16328900993271386,0.20481078904991948,2.3078199564283834,2.302076094776344,0.1143463633450817,0.11040660225442836,2.3019956471407426,2.3104832855783606,0.11020105735341236,0.11372785829307568,2.309110017934976,2.3159893668065004,0.10184071222448678,0.10048622366288493,,,,,2.505636562104792,2.5420569075862374,0.12049423261775072,0.13194444444444445,1.8930166492627165,1.8442872154155985,0.2790571932073054,0.3050523349436393,1.9825660662557865,1.9073475958260555,0.25785004806151873,0.2891505636070853,2.3023846035620905,2.302309689698396,0.13753604613905798,0.15247584541062806
2,2,2,2,2,2,2,2,1.920663503491317,1.8578785824890873,0.2945169817366229,0.3235708534621578,1.8387869259975766,1.7839110246986967,0.3105975648830503,0.33373590982286633,1.8432662639431525,1.7812097191618645,0.31087792374239026,0.3368558776167472,,,,,1.80592726828463,1.7963708504770497,0.32341396988144827,0.3257850241545894,1.95642636395998,1.9920123174378648,0.2666413008651073,0.2526167471819646,,,,,2.0412472088113116,1.980972113432708,0.2168976289650753,0.2331924315619968,2.1437179869621543,2.127794120238791,0.212532041012496,0.2139694041867955,2.2897137202959885,2.2634828278791885,0.11979333546940085,0.124597423510467,2.2751188779327967,2.28246843373334,0.12291733418776035,0.13687600644122386,2.3054576441765136,2.3373231764164317,0.10109881296596124,0.10109400324149108,,,,,2.4058515645876333,2.9872363174211194,0.15479814162127525,0.1855877616747182,1.8038724576842515,1.76224121571355,0.3175664851009292,0.3310185185185185,1.8547055676211839,1.7889536175750882,0.3053107978212112,0.3301127214170693,2.302272284042373,2.3021928907016624,0.13601409804549824,0.17250402576489532
3,3,3,3,3,3,3,3,1.831061249702109,1.778095191227641,0.32227250881127845,0.3498389694041868,1.756104143794169,1.7185740547671602,0.3411166292854854,0.36211755233494364,1.764090417898912,1.712883447487381,0.3367310157000961,0.3565821256038647,,,,,1.732328618768315,1.6758113308613236,0.3529918295418135,0.3730877616747182,1.897226301304464,1.861231475252652,0.2869873438000641,0.3040458937198068,,,,,1.9569006788161505,1.9166191299948327,0.2465155398910605,0.259561191626409,2.0884989262085547,2.091619466237976,0.2263497276513937,0.22161835748792272,2.235180323645688,2.229896073947974,0.13917814802947773,0.1418075684380032,2.2585463481849297,2.2635996276437758,0.1318087151553989,0.12681159420289856,2.3040432720410737,2.3124843424297805,0.10093840230513276,0.10099270664505673,,,,,2.2729071438675392,2.685577146097082,0.19659163729573856,0.15247584541062806,1.745370070967144,1.7053299721888298,0.3414770906760653,0.3591988727858293,1.7453757023742589,1.6896258598364493,0.3454822172380647,0.3668478260869565,2.302149722607462,2.3020596857424134,0.1469480935597565,0.17753623188405798
4,4,4,4,4,4,4,4,1.7671872069155012,1.7197938802353618,0.34349967958987504,0.36976650563607083,1.7029078837886371,1.6784423952517302,0.3601810317206024,0.3711755233494364,1.7047641937337752,1.6605561175016197,0.3631047741108619,0.38093800322061194,,,,,1.6794266360419485,1.6528668200144254,0.3779637936558795,0.3897946859903382,1.8309605467667072,1.7706149872182455,0.3096964114066004,0.3315217391304348,,,,,1.8987972741706065,1.8637415594908733,0.26708186478692725,0.27848228663446056,2.0364027018731927,2.0266064501423,0.2400873117590516,0.2421497584541063,2.2032022289800475,2.14669712614898,0.1574214995193848,0.18226650563607089,2.2363623102977086,2.2907528401189,0.1414009932713874,0.1486513687600644,2.3035653850609266,2.3161071664510318,0.10266281681581686,0.10149918962722852,,,,,2.204290245328718,2.2988668165729047,0.2226049343159244,0.2513083735909823,1.6987971741585577,1.6703624763734484,0.3633651073373919,0.3714774557165861,1.680024715426334,1.6429001808934358,0.3720161807113105,0.3801328502415459,2.3020051559245345,2.3019016622153265,0.16308875360461392,0.1697866344605475
5,5,5,5,5,5,5,5,1.714218144270137,1.6737142200439257,0.362624158923422,0.3828502415458937,1.6579374070352408,1.63002688297327,0.3767222044216597,0.39261272141706927,1.6551108416056488,1.636003386763175,0.38276994553027877,0.39049919484702095,,,,,1.6388413055857494,1.6039834458278956,0.39456504325536684,0.4101247987117552,1.7647933828567168,1.7084548429206563,0.3346483498878565,0.3598027375201288,,,,,1.8547210942778365,1.8283336951536835,0.2884091637295739,0.2967995169082125,1.9903344503773668,1.9628355330315188,0.25538689522588914,0.2585547504025765,2.1320542138725167,2.125403848055288,0.1801505927587312,0.18951288244766507,2.2120133107841418,2.1934725389772374,0.14891060557513616,0.1597222222222222,2.3031526945093943,2.317946978867344,0.09943455245428297,0.10109400324149108,,,,,2.1228049080251923,1.9046455128373347,0.2524431272028196,0.27204106280193235,1.6596098542786375,1.6170386907175158,0.3785845882729894,0.3850644122383253,1.634866450314948,1.6133842533529286,0.3880366869593079,0.3962359098228663,2.3018338293725202,2.301701968418804,0.1756247997436719,0.2057165861513688
6,6,6,6,6,6,6,6,1.672416662298995,1.6361371441931731,0.3794256648510093,0.3988526570048309,1.6198926323386806,1.598755976236193,0.39070009612303747,0.4059983896940419,1.612801331428716,1.5727006436929996,0.4024551425825056,0.417975040257649,,,,,1.600559185843023,1.5933091202795793,0.4079421659724447,0.41072866344605474,1.7118310792367453,1.6605775824683493,0.35491429029157323,0.37701288244766507,,,,,1.8212950195268496,1.7923291113449564,0.30148590195450176,0.31712962962962965,1.953221021497605,1.952379020515848,0.262756328099968,0.259158615136876,2.114990010852808,2.1002929606107505,0.1826537968599808,0.18266908212560387,2.196711562070202,2.2097893076050488,0.15768183274591474,0.16757246376811594,2.302589282570338,2.3390550226987474,0.0992139878111808,0.10058752025931927,,,,,2.0903354054725694,1.896911442567761,0.2783963473245755,0.3019323671497585,1.6179138430415418,1.5899293445734586,0.3951457866068568,0.4039855072463768,1.5962588106810531,1.5778929423210897,0.4046779878244153,0.410829307568438,2.301625453215003,2.3014685090229317,0.18357497596924066,0.19162640901771336
7,7,7,7,7,7,7,7,1.6393078070197187,1.599916039649607,0.3945450176225569,0.4102254428341385,1.5841778587431756,1.569922248330477,0.40597965395706503,0.40982286634460546,1.5762458286465686,1.5480539119186032,0.4191965716116629,0.4232085346215781,,,,,1.568441433426815,1.5532679807352752,0.42131928868952256,0.4285426731078905,1.6701174252921671,1.6453564904162272,0.3742390259532201,0.37620772946859904,,,,,1.7915948557953008,1.7704833678769218,0.3138617430310798,0.3286030595813205,1.9225767589998108,1.8959805696674783,0.27152755527074657,0.27636876006441224,2.116694348777421,2.120722400969353,0.18465636014098044,0.1897141706924316,2.18831324332878,2.1525422240608942,0.16332906119833387,0.1753220611916264,2.3036689360554035,2.315871112736929,0.10113891562160712,0.0992706645056726,,,,,2.0366263273471983,1.9430546570515288,0.2963993912207626,0.3235708534621578,1.5806195345181355,1.5466208770847167,0.4109314980793854,0.417572463768116,1.5635624519337143,1.5540853285751095,0.4180751361743031,0.4264291465378422,2.3013564181304904,2.301160711021239,0.19168535725728933,0.1736111111111111
8,8,8,8,8,8,8,8,1.6074133429990216,1.5725408197409096,0.40585950016020506,0.41676731078904994,1.5573164919407387,1.5429905720187078,0.41853572572893305,0.4273349436392915,1.5400312928502584,1.558213430326342,0.431432233258571,0.42008856682769724,,,,,1.5398315061784944,1.525956677161937,0.431412207625761,0.4333735909822866,1.6351399523674852,1.5992707991177717,0.3895386094200577,0.4002616747181965,,,,,1.7644527291915464,1.7355901826407023,0.3262576097404678,0.3372584541062802,1.8873899367252087,1.8682685286142595,0.28354293495674465,0.2877415458937198,2.0936650500317406,2.062780543034012,0.19038369112463954,0.19384057971014493,2.1498931847639247,2.1464439659302936,0.17958987504005128,0.18981481481481485,2.3033017842173766,2.3079431655920883,0.10013634905835776,0.0987641815235008,,,,,1.9678570284594408,1.89781101314342,0.32581704581864784,0.33957326892109496,1.542498812910989,1.5269472238138293,0.4277982681205901,0.4289452495974235,1.5322528268923483,1.5246816080741452,0.4301505927587312,0.4350845410628019,2.301003207842611,2.300743905434478,0.17198013457225247,0.19615539452495973
9,9,9,9,9,9,9,9,1.5779067985677673,1.5514467707002797,0.4168735982057033,0.4277375201288245,1.5286782909302863,1.5108719332782543,0.43085148990708105,0.4405193236714976,1.510321220997166,1.4855102387027463,0.44460909964754886,0.4487721417069243,,,,,1.5136578093351214,1.5284243873927905,0.44346763857737903,0.436694847020934,1.604707110657672,1.5743560474275966,0.4044176545978853,0.4107286634460547,,,,,1.7349029477304925,1.7110994952504377,0.33805270746555593,0.3511473429951691,1.855379906574605,1.843739600189258,0.29521787888497275,0.292975040257649,2.0617325092805805,2.0442439292748,0.19905479013136806,0.20098631239935588,2.147350665889692,2.1427375851813912,0.18141220762576096,0.18800322061191627,2.3031651585921287,2.3381790519726717,0.09863249920033704,0.09663695299837924,,,,,1.936113536758936,2.077151368013711,0.3350288369112464,0.34098228663446056,1.5091007855105805,1.4992833154788916,0.4442686638897789,0.4449476650563607,1.500652049934055,1.5117325460277318,0.44446222791293216,0.44172705314009664,2.300517646443649,2.300147376006736,0.1855575136174303,0.19021739130434784
